x_left,x_right,a,b,c,d
6.870000000000000000e+02,6.880000000000000000e+02,1.610000000000000000e+02,1.594866992902651326e+00,0.000000000000000000e+00,4.051330070973486741e-01
6.880000000000000000e+02,6.890000000000000000e+02,1.630000000000000000e+02,2.810266014194697348e+00,1.215399021292046022e+00,-1.025665035486743371e+00
6.890000000000000000e+02,6.900000000000000000e+02,1.660000000000000000e+02,2.164068950318559281e+00,-1.861596085168184089e+00,6.975271348496248081e-01
6.900000000000000000e+02,6.910000000000000000e+02,1.670000000000000000e+02,5.334581845310655268e-01,2.309853193806903626e-01,2.355564960882441106e-01
6.910000000000000000e+02,6.920000000000000000e+02,1.680000000000000000e+02,1.702098311557178612e+00,9.376548076454226388e-01,-6.397531192026012503e-01
6.920000000000000000e+02,6.930000000000000000e+02,1.700000000000000000e+02,1.658148569240220471e+00,-9.816045499623808901e-01,3.234559807221605854e-01
6.930000000000000000e+02,6.940000000000000000e+02,1.710000000000000000e+02,6.653074114819403917e-01,-1.123660779589915303e-02,3.459291963139588533e-01
6.940000000000000000e+02,6.950000000000000000e+02,1.720000000000000000e+02,1.680621784832018628e+00,1.026550981145977426e+00,-7.071727659779960540e-01
6.950000000000000000e+02,6.960000000000000000e+02,1.740000000000000000e+02,1.612205449189985096e+00,-1.094967316788010736e+00,4.827618675980254737e-01
6.960000000000000000e+02,6.970000000000000000e+02,1.750000000000000000e+02,8.705564184080403223e-01,3.533182860060657959e-01,-2.238747044141061460e-01
6.970000000000000000e+02,6.980000000000000000e+02,1.760000000000000000e+02,9.055688771778535040e-01,-3.183058272362525587e-01,4.127369500583989992e-01
6.980000000000000000e+02,6.990000000000000000e+02,1.770000000000000000e+02,1.507168072880545662e+00,9.199050229389444944e-01,-4.270730958194901006e-01
6.990000000000000000e+02,7.000000000000000000e+02,1.790000000000000000e+02,2.065758831299964182e+00,-3.613142645195257519e-01,2.955554332195615141e-01
7.000000000000000000e+02,7.010000000000000000e+02,1.810000000000000000e+02,2.229796601919597165e+00,5.253520351391587351e-01,-7.551486370587561225e-01
7.010000000000000000e+02,7.020000000000000000e+02,1.830000000000000000e+02,1.015054761021646712e+00,-1.740093876037109411e+00,3.725039115015462698e+00
7.020000000000000000e+02,7.030000000000000000e+02,1.860000000000000000e+02,8.709984353993814210e+00,9.435023469009278685e+00,-3.145007823003092895e+00
